Block,Old_Label,Label,Population,Genetic_Diversity,Generation_Parents,Generation_Eggs,Date_Census,Date_Start_Eggs,Date_End_Eggs,Image_Box1,Image_Box2,MC_Box1,MC_Box2,MC_Total_Adults,HC_Box1,HC_Box2,HC_Total_Adults,Nb_parents,Growth_rate,First_Throw,Extinction_finalstatus,Less_than_5
Block4,B4_O1,5/5 BE B4 | G3 Low 16,Low16,Low,2,3,5/5/21,5/5/21,5/6/21,DSC_0788,DSC_0789,2.317267609,8.638243408,11.0,4,9,13,373,0.034852547,no,yes,yes
Block4,B4_P2,5/5 BE B4 | G3 Low 17,Low17,Low,2,3,5/5/21,5/5/21,5/6/21,DSC_0750,DSC_0751,264.3473828,66.88458496,331.2,265,69,334,240,1.391666667,no,no,no
Block4,B4_Q4,5/5 BE B4 | G3 Low 18,Low18,Low,2,3,5/5/21,5/5/21,5/6/21,DSC_0762,DSC_0763,53.12989258,67.99652832,121.1,53,70,123,245,0.502040816,no,no,no
Block4,B4_R1,5/5 BE B4 | G3 Low 19,Low19,Low,2,3,5/5/21,5/5/21,5/6/21,DSC_0782,DSC_0783,16.14284668,34.42297852,50.6,21,35,56,282,0.19858156,no,no,no
Block4,B4_AA1 ,5/5 BE B4 | G3 Low 20,Low20,Low,2,3,5/5/21,5/5/21,5/6/21,DSC_0756,DSC_0757,56.89539551,34.33966797,91.2,60,35,95,144,0.659722222,no,no,no
Block4,B4_AB1 ,5/5 BE B4 | G3 Low 21,Low21,Low,2,3,5/5/21,5/5/21,5/6/21,DSC_0796,DSC_0797,110.8666895,48.74398926,159.6,109,48,157,349,0.449856734,no,no,no
Block4,B4_AC1 ,5/5 BE B4 | G3 Low 22,Low22,Low,2,3,5/5/21,5/5/21,5/6/21,DSC_0770,DSC_0771,61.47445801,47.95580566,109.4,65,54,119,240,0.495833333,no,no,no
Block4,B4_AD1 ,5/5 BE B4 | G3 Low 23,Low23,Low,2,3,5/5/21,5/5/21,5/6/21,DSC_0802,DSC_0803,97.27438477,50.1946875,147.5,99,51,150,287,0.522648084,no,kill,kill
Block4,B4_AE1 ,5/5 BE B4 | G3 Low 24,Low24,Low,2,3,5/5/21,5/5/21,5/6/21,DSC_0772,DSC_0773,87.93027344,53.0009082,140.9,88,54,142,260,0.546153846,no,no,no
Block4,B4_AF1 ,5/5 BE B4 | G3 Low 25,Low25,Low,2,3,5/5/21,5/5/21,5/6/21,DSC_0764,DSC_0765,40.45484619,57.0198291,97.5,43,61,104,314,0.331210191,no,no,no
Block4,B4_Backup_Fam_AA,5/5 BE B4 | G3 Med 9,Med9,Med,2,3,5/5/21,5/5/21,5/6/21,DSC_0808,DSC_0809,119.6992383,99.79329102,219.5,116,98,214,117,1.829059829,no,no,no
Block4,B4_Backup_Fam_AB,5/5 BE B4 | G3 Med 10,Med10,Med,2,3,5/5/21,5/5/21,5/6/21,DSC_0768,DSC_0769,24.4841333,30.54638184,55.0,24,31,55,283,0.19434629,no,no,no
Block4,B4_Backup_Fam_AC,5/5 BE B4 | G3 Med 11,Med11,Med,2,3,5/5/21,5/5/21,5/6/21,DSC_0758,DSC_0759,152.6070703,92.74789063,245.4,153,95,248,146,1.698630137,no,no,no
Block4,B4_Backup_Fam_AD,5/5 BE B4 | G3 Med 12,Med12,Med,2,3,5/5/21,5/5/21,5/6/21,DSC_0744,DSC_0745,97.89960938,71.9469873,169.8,96,73,169,230,0.734782609,no,no,no
Block4,B4_Backup_Fam_K,5/5 BE B4 | G3 Med 13,Med13,Med,2,3,5/5/21,5/5/21,5/6/21,DSC_0786,DSC_0787,55.96606445,42.93702148,98.9,48,35,83,228,0.364035088,no,no,no
Block4,B4_Backup_Fam_L,5/5 BE B4 | G3 Med 14,Med14,Med,2,3,5/5/21,5/5/21,5/6/21,DSC_0784,DSC_0785,94.95412109,80.97977539,175.9,75,63,138,499,0.276553106,no,yes,yes
Block4,B4_Backup_Fam_M,5/5 BE B4 | G3 Med 15,Med15,Med,2,3,5/5/21,5/5/21,5/6/21,DSC_0776,DSC_0777,29.39455566,20.95324219,50.3,28,14,42,343,0.12244898,no,no,no
Block4,B4_Backup_Fam_P,5/5 BE B4 | G3 Med 16,Med16,Med,2,3,5/5/21,5/5/21,5/6/21,DSC_0754,DSC_0755,63.43712891,17.65532104,81.1,72,19,91,40,2.275,no,kill,kill
Block5,B5_All_Red_Mix ,5/12 BE B5 | G3 High 25,High25,High,2,3,5/12/21,5/12/21,5/13/21,DSC_0935,DSC_0936,137.7232227,113.0031641,250.7,135,108,243,359,0.676880223,no,no,no
Block5,B5_All_Red_Mix ,5/12 BE B5 | G3 High 26,High26,High,2,3,5/12/21,5/12/21,5/13/21,DSC_0920,DSC_0921,132.7224316,112.7483008,245.5,138,118,256,397,0.644836272,no,no,no
Block5,B5_All_Red_Mix ,5/12 BE B5 | G3 High 27,High27,High,2,3,5/12/21,5/12/21,5/13/21,DSC_0961,DSC_0962,68.20947754,60.20565918,128.4,62,51,113,445,0.253932584,no,no,no
Block5,B5_All_Red_Mix ,5/12 BE B5 | G3 High 28,High28,High,2,3,5/12/21,5/12/21,5/13/21,DSC_0971,DSC_0972,111.7301172,82.97191406,194.7,107,85,192,392,0.489795918,no,no,no
Block5,B5_All_Red_Mix ,5/12 BE B5 | G3 High 29,High29,High,2,3,5/12/21,5/12/21,5/13/21,DSC_0947,DSC_0948,81.13190918,71.89465332,153.0,82,67,149,314,0.474522293,no,kill,kill
Block5,B5_All_Red_Mix ,5/12 BE B5 | G3 High 30,High30,High,2,3,5/12/21,5/12/21,5/13/21,DSC_0969,DSC_0970,36.41927246,38.17634277,74.6,29,30,59,340,0.173529412,no,kill,kill
Block5,B5_All_Red_Mix ,5/12 BE B5 | G3 High 31,High31,High,2,3,5/12/21,5/12/21,5/13/21,NA,NA,NA,NA,0.0,NA,NA,NA,366,NA,kill,kill,kill
Block5,B5_All_Red_Mix ,5/12 BE B5 | G3 High 32,High32,High,2,3,5/12/21,5/12/21,5/13/21,DSC_0963,DSC_0964,13.18859375,16.2450293,29.4,9,14,23,397,0.057934509,no,no,no
Block5,B5_All_Red_Mix ,5/12 BE B5 | G3 High 33,High33,High,2,3,5/12/21,5/12/21,5/13/21,DSC_0937,DSC_0938,26.5764624,16.9684668,43.5,26,16,42,253,0.166007905,no,no,no
Block5,B5_All_Red_Mix ,5/12 BE B5 | G3 High 34,High34,High,2,3,5/12/21,5/12/21,5/13/21,DSC_0926,DSC_0927,35.96408203,12.05898926,48.0,35,12,47,353,0.133144476,no,no,no
Block5,B5_All_Red_Mix ,5/12 BE B5 | G3 High 35,High35,High,2,3,5/12/21,5/12/21,5/13/21,DSC_0955,DSC_0956,87.159375,65.2834082,152.4,76,58,134,371,0.361185984,no,no,no
Block5,B5_All_Red_Mix ,5/12 BE B5 | G3 High 36,High36,High,2,3,5/12/21,5/12/21,5/13/21,NA,NA,NA,NA,0.0,NA,NA,NA,68,NA,kill,kill,kill
Block5,B5A1,5/12 BE B5 | G3 Low 26,Low26,Low,2,3,5/12/21,5/12/21,5/13/21,DSC_0959,DSC_0960,36.70762939,33.0596875,69.8,32,26,58,289,0.200692042,no,no,no
Block5,B5_B1,5/12 BE B5 | G3 Low 27,Low27,Low,2,3,5/12/21,5/12/21,5/13/21,DSC_0924,DSC_0925,7.677919922,12.67366333,20.4,7,12,19,237,0.080168776,no,yes,yes
Block5,B5_E1,5/12 BE B5 | G3 Low 28,Low28,Low,2,3,5/12/21,5/12/21,5/13/21,DSC_0918,DSC_0919,3.085768433,3.638847351,6.7,1,1,2,374,0.005347594,no,yes,yes
Block5,B5_C2,5/12 BE B5 | G3 Low 29,Low29,Low,2,3,5/12/21,5/12/21,5/13/21,DSC_0965,DSC_0966,7.3380896,3.020886536,10.4,6,3,9,275,0.032727273,no,no,no
Block5,B5_D3,5/12 BE B5 | G3 Low 30,Low30,Low,2,3,5/12/21,5/12/21,5/13/21,DSC_0967,DSC_0968,80.94395996,71.72525879,152.7,80,66,146,334,0.437125749,no,yes,yes
Block5,B(2)5_P1 ,5/12 BE B5 | G3 Low 31,Low31,Low,2,3,5/12/21,5/12/21,5/13/21,DSC_0928,DSC_0929,190.5681836,63.51269531,254.1,203,69,272,447,0.608501119,no,yes,yes
Block5,B(2)5_Q1 ,5/12 BE B5 | G3 Low 32,Low32,Low,2,3,5/12/21,5/12/21,5/13/21,DSC_0953,DSC_0954,88.25416992,70.95212402,159.2,71,56,127,276,0.460144928,no,yes,yes
Block5,B(2)5_T1 ,5/12 BE B5 | G3 Low 33,Low33,Low,2,3,5/12/21,5/12/21,5/13/21,DSC_0930,DSC_0931,15.11254883,17.2504187,32.4,11,14,25,270,0.092592593,no,yes,yes
Block5,B(2)5_U1 ,5/12 BE B5 | G3 Low 34,Low34,Low,2,3,5/12/21,5/12/21,5/13/21,DSC_0945,DSC_0946,20.10032593,19.38735718,39.5,12,15,27,132,0.204545455,no,no,no
Block5,B(2)5_W1 ,5/12 BE B5 | G3 Low 35,Low35,Low,2,3,5/12/21,5/12/21,5/13/21,DSC_0939,DSC_0940,9.689697876,12.09672119,21.8,9,14,23,376,0.061170213,no,no,no
Block5,B(2)5_X1 ,5/12 BE B5 | G3 Low 36,Low36,Low,2,3,5/12/21,5/12/21,5/13/21,DSC_0932,DSC_0933,8.311627808,16.29217529,24.6,7,15,22,379,0.058047493,no,yes,yes
Block5,B5_Backup_Fam_F,5/12 BE B5 | G3 Med 17,Med17,Med,2,3,5/12/21,5/12/21,5/13/21,DSC_0916,DSC_0917,1.543122253,1.084327164,2.6,3,2,5,416,0.012019231,no,yes,yes
Block5,B5_Backup_Fam_G,5/12 BE B5 | G3 Med 18,Med18,Med,2,3,5/12/21,5/12/21,5/13/21,DSC_0943,DSC_0944,182.8531055,82.46311523,265.3,172,77,249,366,0.680327869,no,no,no
Block5,B5_Backup_Fam_H,5/12 BE B5 | G3 Med 19,Med19,Med,2,3,5/12/21,5/12/21,5/13/21,DSC_0957,DSC_0958,23.14341797,48.02821289,71.2,22,45,67,235,0.285106383,no,no,yes
Block5,B5_Backup_Fam_I,5/12 BE B5 | G3 Med 20,Med20,Med,2,3,5/12/21,5/12/21,5/13/21,DSC_0941,DSC_0942,8.110270996,13.94706421,22.1,11,9,20,281,0.071174377,no,yes,yes
Block5,B5_Backup_Fam_A,5/12 BE B5 | G3 Med 21,Med21,Med,2,3,5/12/21,5/12/21,5/13/21,DSC_0949,DSC_0950,10.83522705,22.71713135,33.6,7,17,24,337,0.071216617,no,no,no
Block5,B5_Backup_Fam_B,5/12 BE B5 | G3 Med 22,Med22,Med,2,3,5/12/21,5/12/21,5/13/21,DSC_0922,DSC_0923,9.168447266,6.251069336,15.4,10,6,16,200,0.08,no,yes,yes
Block5,B5_Backup_Fam_C,5/12 BE B5 | G3 Med 23,Med23,Med,2,3,5/12/21,5/12/21,5/13/21,DSC_0973,DSC_0974,49.03154785,54.1809082,103.2,42,39,81,212,0.382075472,no,no,no
Block5,B5_Backup_Fam_D,5/12 BE B5 | G3 Med 24,Med24,Med,2,3,5/12/21,5/12/21,5/13/21,DSC_0951,DSC_0952,32.10800293,35.27327881,67.4,29,26,55,376,0.146276596,no,no,no
Block3,B3 All red mix ,6/2 BE B3 | G4 High 1,High1,High,3,4,6/2/21,6/2/21,6/3/21,DSC_0206,DSC_0207,85.36105469,90.71688477,176.1,79,96,175,165,1.060606061,no,no,no
Block3,B3 All red mix ,6/2 BE B3 | G4 High 2,High2,High,3,4,6/2/21,6/2/21,6/3/21,DSC_0228,DSC_0229,91.58913086,82.62173828,174.2,88,81,169,223,0.757847534,no,no,no
Block3,B3 All red mix ,6/2 BE B3 | G4 High 3,High3,High,3,4,6/2/21,6/2/21,6/3/21,DSC_0232,DSC_0233,29.18204346,51.804375,81.0,29,53,82,285,0.287719298,no,no,no
Block3,B3 All red mix ,6/2 BE B3 | G4 High 4,High4,High,3,4,6/2/21,6/2/21,6/3/21,DSC_0222,DSC_0223,45.68363281,75.7576709,121.4,45,78,123,223,0.551569507,no,no,no
Block3,B3 All red mix ,6/2 BE B3 | G4 High 5,High5,High,3,4,6/2/21,6/2/21,6/3/21,DSC_0220,DSC_0221,56.14049316,78.32388672,134.5,58,77,135,264,0.511363636,no,no,no
Block3,B3 All red mix ,6/2 BE B3 | G4 High 6,High6,High,3,4,6/2/21,6/2/21,6/3/21,DSC_0202,DSC_0203,167.832793,114.8724707,282.7,166,119,285,106,2.688679245,no,no,no
Block3,B3 All red mix ,6/2 BE B3 | G4 High 7,High7,High,3,4,6/2/21,6/2/21,6/3/21,DSC_0186,DSC_0187,45.40868164,26.8729126,72.3,44,25,69,32,2.15625,no,no,no
Block3,B3 All red mix ,6/2 BE B3 | G4 High 8,High8,High,3,4,6/2/21,6/2/21,6/3/21,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,kill,kill,kill
Block3,B3 All red mix ,6/2 BE B3 | G4 High 9,High9,High,3,4,6/2/21,6/2/21,6/3/21,DSC_0194,DSC_0195,85.97914063,88.49041992,174.5,81,83,164,305,0.537704918,no,kill,kill
Block3,B3 All red mix ,6/2 BE B3 | G4 High 10,High10,High,3,4,6/2/21,6/2/21,6/3/21,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,kill,kill,kill
Block3,B3 All red mix ,6/2 BE B3 | G4 High 11,High11,High,3,4,6/2/21,6/2/21,6/3/21,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,kill,kill,kill
Block3,B3 All red mix ,6/2 BE B3 | G4 High 12,High12,High,3,4,6/2/21,6/2/21,6/3/21,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,kill,kill,kill
Block3,B(4)3-A2,6/2 BE B3 | G4 Low 1,Low1,Low,3,4,6/2/21,6/2/21,6/3/21,DSC_0198,DSC_0199,45.55266602,57.83231934,103.4,43,53,96,119,0.806722689,no,no,no
Block3,B(4)3-B1,6/2 BE B3 | G4 Low 2,Low2,Low,3,4,6/2/21,6/2/21,6/3/21,DSC_0226,DSC_0227,34.62108887,28.73784912,63.4,31,28,59,185,0.318918919,no,no,no
Block3,B(4)3-C2,6/2 BE B3 | G4 Low 3,Low3,Low,3,4,6/2/21,6/2/21,6/3/21,DSC_0236,DSC_0237,17.4668457,9.750888062,27.2,17,8,25,40,0.625,no,no,no
Block3,B(4)3-E1,6/2 BE B3 | G4 Low 4,Low4,Low,3,4,6/2/21,6/2/21,6/3/21,DSC_0210,DSC_0211,9.381890259,27.54889404,36.9,8,27,35,127,0.275590551,no,no,no
Block3,B(4)3-F5,6/2 BE B3 | G4 Low 5,Low5,Low,3,4,6/2/21,6/2/21,6/3/21,DSC_0188,DSC_0189,25.79685791,5.041905518,30.8,27,6,33,126,0.261904762,no,no,no
Block3,B(4)3-G1,6/2 BE B3 | G4 Low 6,Low6,Low,3,4,6/2/21,6/2/21,6/3/21,DSC_0214,DSC_0215,38.27438721,54.28974609,92.6,37,45,82,133,0.616541353,no,kill,kill
Block3,B3-A1 ,6/2 BE B3 | G4 Low 7,Low7,Low,3,4,6/2/21,6/2/21,6/3/21,DSC_0208,DSC_0209,58.46583984,60.8792041,119.3,56,54,110,101,1.089108911,no,no,no
Block3,B3-B3 ,6/2 BE B3 | G4 Low 8,Low8,Low,3,4,6/2/21,6/2/21,6/3/21,DSC_0216,DSC_0217,28.55044678,32.2568335,60.8,30,29,59,72,0.819444444,no,no,no
Block3,B3-C1 ,6/2 BE B3 | G4 Low 9,Low9,Low,3,4,6/2/21,6/2/21,6/3/21,DSC_0230,DSC_0231,60.91589844,57.4428125,118.4,60,58,118,130,0.907692308,no,no,no
Block3,B3-D1 ,6/2 BE B3 | G4 Low 10,Low10,Low,3,4,6/2/21,6/2/21,6/3/21,DSC_0184,DSC_0185,58.90883789,36.98536133,95.9,62,42,104,141,0.737588652,no,no,no
Block3,B3-E1 ,6/2 BE B3 | G4 Low 11,Low11,Low,3,4,6/2/21,6/2/21,6/3/21,DSC_0224,DSC_0225,28.32479736,22.6503418,51.0,28,22,50,82,0.609756098,no,no,no
Block3,B3-F2 ,6/2 BE B3 | G4 Low 12,Low12,Low,3,4,6/2/21,6/2/21,6/3/21,DSC_0190,DSC_0191,43.51615234,24.80541016,68.3,40,25,65,337,0.192878338,no,no,no
Block3,B3 - Backup Fam A,6/2 BE B3 | G4 Med 1,Med1,Med,3,4,6/2/21,6/2/21,6/3/21,DSC_0212,DSC_0213,45.1576416,51.49107422,96.6,34,44,78,92,0.847826087,no,no,no
Block3,B3- Backup Fam B,6/2 BE B3 | G4 Med 2,Med2,Med,3,4,6/2/21,6/2/21,6/3/21,DSC_0204,DSC_0205,47.17763672,38.31966064,85.5,47,31,78,72,1.083333333,no,no,no
Block3,B3 - Backup Fam C,6/2 BE B3 | G4 Med 3,Med3,Med,3,4,6/2/21,6/2/21,6/3/21,DSC_0234,DSC_0235,35.02852051,46.85492188,81.9,38,49,87,145,0.6,no,no,no
Block3,B3 - Backup Fam D,6/2 BE B3 | G4 Med 4,Med4,Med,3,4,6/2/21,6/2/21,6/3/21,DSC_0196,DSC_0197,61.10370605,154.7081543,215.8,60,97,157,159,0.987421384,no,no,no
Block3,B3 - Backup Fam E,6/2 BE B3 | G4 Med 5,Med5,Med,3,4,6/2/21,6/2/21,6/3/21,DSC_0238,DSC_0239,5.546352539,6.31276062,11.9,6,5,11,105,0.104761905,no,yes,yes
Block3,B3 - Backup Fam F,6/2 BE B3 | G4 Med 6,Med6,Med,3,4,6/2/21,6/2/21,6/3/21,DSC_0200,DSC_0201,31.57060791,48.70870605,80.3,29,47,76,161,0.472049689,no,no,no
Block3,B3 - Backup Fam G,6/2 BE B3 | G4 Med 7,Med7,Med,3,4,6/2/21,6/2/21,6/3/21,DSC_0192,DSC_0193,21.03627197,14.39569824,35.4,21,13,34,352,0.096590909,no,no,no
Block3,B3 - Backup Fam H,6/2 BE B3 | G4 Med 8,Med8,Med,3,4,6/2/21,6/2/21,6/3/21,DSC_0218,DSC_0219,50.70618164,59.78746582,110.5,49,59,108,179,0.603351955,no,no,no
Block4,B4 All red mix ,6/9 BE B4 | G4 High 13,High13,High,3,4,6/9/21,6/9/21,6/10/21,DSC_0394,DSC_0395,68.87055664,116.8610742,185.7,71,118,189,173,1.092485549,no,no,no
Block4,B4 All red mix ,6/9 BE B4 | G4 High 14,High14,High,3,4,6/9/21,6/9/21,6/10/21,DSC_0412,DSC_0413,41.00617676,42.0186377,83.0,42,42,84,151,0.556291391,no,no,no
Block4,B4 All red mix ,6/9 BE B4 | G4 High 15,High15,High,3,4,6/9/21,6/9/21,6/10/21,DSC_0354,DSC_0355,15.84576782,14.68957764,30.5,13,9,22,21,1.047619048,no,no,no
Block4,B4 All red mix ,6/9 BE B4 | G4 High 16,High16,High,3,4,6/9/21,6/9/21,6/10/21,DSC_0396,DSC_0397,36.09634033,63.95296875,100.0,36,59,95,95,1,no,no,no
Block4,B4 All red mix ,6/9 BE B4 | G4 High 17,High17,High,3,4,6/9/21,6/9/21,6/10/21,DSC_0400,DSC_0401,13.31846924,11.81664673,25.1,12,13,25,100,0.25,no,no,no
Block4,B4 All red mix ,6/9 BE B4 | G4 High 18,High18,High,3,4,6/9/21,6/9/21,6/10/21,DSC_0370,DSC_0371,59.60623535,62.1270459,121.7,61,61,122,110,1.109090909,no,no,no
Block4,B4 All red mix ,6/9 BE B4 | G4 High 19,High19,High,3,4,6/9/21,6/9/21,6/10/21,DSC_0350,DSC_0351,118.3478613,151.1401367,269.5,110,143,253,201,1.258706468,no,no,no
Block4,B4 All red mix ,6/9 BE B4 | G4 High 20,High20,High,3,4,6/9/21,6/9/21,6/10/21,DSC_0372,DSC_0373,61.50433594,57.37555176,118.9,63,57,120,137,0.875912409,no,no,no
Block4,B4 All red mix ,6/9 BE B4 | G4 High 21,High21,High,3,4,6/9/21,6/9/21,6/10/21,DSC_0388,DSC_0389,22.51414063,34.42867432,56.9,22,32,54,94,0.574468085,no,no,no
Block4,B4 All red mix ,6/9 BE B4 | G4 High 22,High22,High,3,4,6/9/21,6/9/21,6/10/21,DSC_0406,DSC_0407,45.66710449,29.65635742,75.3,45,29,74,169,0.437869822,no,no,no
Block4,B4 All red mix ,6/9 BE B4 | G4 High 23,High23,High,3,4,6/9/21,6/9/21,6/10/21,DSC_0358,DSC_0359,124.5241895,138.4494336,263.0,118,127,245,242,1.012396694,no,no,no
Block4,B4 All red mix ,6/9 BE B4 | G4 High 24,High24,High,3,4,6/9/21,6/9/21,6/10/21,DSC_0374,DSC_0375,120.7060449,139.9175098,260.6,109,126,235,259,0.907335907,no,no,no
Block4,B4-K1,6/9 BE B4 | G4 Low 13,Low13,Low,3,4,6/9/21,6/9/21,6/10/21,DSC_0390,DSC_0391,17.20223389,26.35126709,43.6,16,26,42,169,0.24852071,no,no,no
Block4,B4-L1,6/9 BE B4 | G4 Low 14,Low14,Low,3,4,6/9/21,6/9/21,6/10/21,DSC_0382,DSC_0383,28.14759766,23.93000488,52.1,20,16,36,14,2.571428571,no,no,no
Block4,B4-M1,6/9 BE B4 | G4 Low 15,Low15,Low,3,4,6/9/21,6/9/21,6/10/21,DSC_0398,DSC_0399,25.96780029,28.13066162,54.1,25,28,53,41,1.292682927,no,no,no
Block4,B4-O1,6/9 BE B4 | G4 Low 16,Low16,Low,3,4,6/9/21,6/9/21,6/10/21,DSC_0368,DSC_0369,1,1,2.0,1,4,5,13,0.384615385,no,yes,yes
Block4,B4-P2,6/9 BE B4 | G4 Low 17,Low17,Low,3,4,6/9/21,6/9/21,6/10/21,DSC_0392,DSC_0393,42.9616748,39.12390381,82.1,38,45,83,334,0.248502994,no,no,no
Block4,B4-Q4,6/9 BE B4 | G4 Low 18,Low18,Low,3,4,6/9/21,6/9/21,6/10/21,DSC_0352,DSC_0353,33.63709229,48.98050293,82.6,35,46,81,123,0.658536585,no,no,no
Block4,B4-R1,6/9 BE B4 | G4 Low 19,Low19,Low,3,4,6/9/21,6/9/21,6/10/21,DSC_0402,DSC_0403,27.93563721,25.73813965,53.7,34,28,62,56,1.107142857,no,no,no
Block4,B4-AA1 ,6/9 BE B4 | G4 Low 20,Low20,Low,3,4,6/9/21,6/9/21,6/10/21,DSC_0408,DSC_0409,38.47680908,26.82716553,65.3,42,28,70,95,0.736842105,no,no,no
Block4,B4-AB1 ,6/9 BE B4 | G4 Low 21,Low21,Low,3,4,6/9/21,6/9/21,6/10/21,DSC_0362,DSC_0363,3,3,6.0,4,4,8,157,0.050955414,no,no,no
Block4,B4-AC1 ,6/9 BE B4 | G4 Low 22,Low22,Low,3,4,6/9/21,6/9/21,6/10/21,DSC_0410,DSC_0411,62.34731445,62.40827148,124.8,62,63,125,119,1.050420168,no,no,no
Block4,B4-AD1 ,6/9 BE B4 | G4 Low 23,Low23,Low,3,4,6/9/21,6/9/21,6/10/21,DSC_0384,DSC_0385,105.8306836,39.33506348,145.2,102,33,135,150,0.9,no,kill,kill
Block4,B4-AE1 ,6/9 BE B4 | G4 Low 24,Low24,Low,3,4,6/9/21,6/9/21,6/10/21,DSC_0364,DSC_0365,35.62843262,24.53221924,60.2,33,18,51,142,0.35915493,no,no,no
Block4,B4-AF1 ,6/9 BE B4 | G4 Low 25,Low25,Low,3,4,6/9/21,6/9/21,6/10/21,DSC_0378,DSC_0379,59.80729492,40.42740234,100.2,58,37,95,104,0.913461538,no,no,no
Block4,B4 - Backup Fam AA,6/9 BE B4 | G4 Med 9,Med9,Med,3,4,6/9/21,6/9/21,6/10/21,DSC_0366,DSC_0367,102.6630176,97.32917969,200.0,97,94,191,214,0.892523364,no,no,no
Block4,B4 - Backup Fam AB,6/9 BE B4 | G4 Med 10,Med10,Med,3,4,6/9/21,6/9/21,6/10/21,DSC_0404,DSC_0405,49.85532227,21.18581787,71.0,50,20,70,55,1.272727273,no,no,no
Block4, B4 - Backup Fam AC,6/9 BE B4 | G4 Med 11,Med11,Med,3,4,6/9/21,6/9/21,6/10/21,DSC_0380,DSC_0381,21.02595215,38.60138428,59.6,20,29,49,248,0.197580645,no,no,no
