Block,Old_Label,Label,Population,Genetic_Diversity,Generation_Parents,Generation_Eggs,Date_Census,Date_Start_Eggs,Date_End_Eggs,Image_Box1,Image_Box2,MC_Box1,MC_Box2,MC_Total_Adults,HC_Box1,HC_Box2,HC_Total_Adults,Nb_parents,Growth_rate,First_Throw,Extinction_finalstatus,Less_than_5
Block5,B5-A1,7/21 BE B5 | G5 Low 26,Low26,Low,4,5,7/21/21,7/21/21,7/22/21,DSC_0136,DSC_0138,25.61602295,83.65135742,109.3,10,25,35,9,3.888888889,no,no,no
Block5,B5-B1,7/21 BE B5 | G5 Low 27,Low27,Low,4,5,7/21/21,7/21/21,7/22/21,NA,NA,0,0,0.0,0,0,0,3,0,extinct,yes,yes
Block5,B5-E1,7/21 BE B5 | G5 Low 28,Low28,Low,4,5,7/21/21,7/21/21,7/22/21,NA,NA,NA,NA,0,NA,NA,NA,0,NA,extinct,yes,yes
Block5,B5-C1,7/21 BE B5 | G5 Low 29,Low29,Low,4,5,7/21/21,7/21/21,7/22/21,DSC_0108,DSC_0109,1,9,10.0,1,7,8,4,2,no,no,yes
Block5,B5-D1,7/21 BE B5 | G5 Low 30,Low30,Low,4,5,7/21/21,7/21/21,7/22/21,NA,NA,0,0,0.0,0,0,0,1,0,extinct,yes,yes
Block5,B(2)5-P1 ,7/21 BE B5 | G5 Low 31,Low31,Low,4,5,7/21/21,7/21/21,7/22/21,NA,NA,0,0,0.0,0,0,0,2,0,extinct,yes,yes
Block5,B(2)5-Q1 ,7/21 BE B5 | G5 Low 32,Low32,Low,4,5,7/21/21,7/21/21,7/22/21,NA,NA,NA,NA,0,NA,NA,NA,0,NA,extinct,yes,yes
Block5,B(2)5-T1 ,7/21 BE B5 | G5 Low 33,Low33,Low,4,5,7/21/21,7/21/21,7/22/21,DSC_0117,DSC_0118,1,1,2.0,1,1,2,3,0.666666667,no,yes,yes
Block5,B(2)5-U1 ,7/21 BE B5 | G5 Low 34,Low34,Low,4,5,7/21/21,7/21/21,7/22/21,DSC_0143,DSC_0144,70.39951172,67.61111328,138.0,66,63,129,82,1.573170732,no,no,no
Block5,B(2)5-W1 ,7/21 BE B5 | G5 Low 35,Low35,Low,4,5,7/21/21,7/21/21,7/22/21,DSC_0110,DSC_0111,27.80630127,16.70477295,44.5,19,17,36,7,5.142857143,no,no,no
Block5,B(2)5-X1 ,7/21 BE B5 | G5 Low 36,Low36,Low,4,5,7/21/21,7/21/21,7/22/21,NA,NA,0,0,0.0,0,0,0,1,0,extinct,yes,yes
Block5,B5 - Backup Fam F,7/21 BE B5 | G5 Med 17,Med17,Med,4,5,7/21/21,7/21/21,7/22/21,NA,NA,NA,NA,0,NA,NA,NA,0,NA,extinct,yes,yes
Block5,B5 - Backup Fam G,7/21 BE B5 | G5 Med 18,Med18,Med,4,5,7/21/21,7/21/21,7/22/21,DSC_0139,DSC_0140,73.08293945,76.85172363,149.9,70,71,141,250,0.564,no,no,no
Block5,B5 - Backup Fam H,7/21 BE B5 | G5 Med 19,Med19,Med,4,5,7/21/21,7/21/21,7/22/21,DSC_0119,DSC_0120,5.118964844,6.82576416,11.9,4,4,8,15,0.533333333,no,no,yes
Block5,B5 - Backup Fam I,7/21 BE B5 | G5 Med 20,Med20,Med,4,5,7/21/21,7/21/21,7/22/21,NA,NA,0,0,0.0,0,0,0,1,0,extinct,yes,yes
Block5,B5-Backup Fam A,7/21 BE B5 | G5 Med 21,Med21,Med,4,5,7/21/21,7/21/21,7/22/21,DSC_0123,DSC_0124,30.27074707,12.46604248,42.7,26,9,35,28,1.25,no,no,no
Block5,B5-Backup Fam B,7/21 BE B5 | G5 Med 22,Med22,Med,4,5,7/21/21,7/21/21,7/22/21,NA,NA,NA,NA,0,NA,NA,NA,0,NA,extinct,yes,yes
Block5,B5-Backup Fam C,7/21 BE B5 | G5 Med 23,Med23,Med,4,5,7/21/21,7/21/21,7/22/21,DSC_0112,DSC_0113,26.50721436,11.7296521,38.2,28,12,40,76,0.526315789,no,no,no
Block5,B5-Backup Fam D,7/21 BE B5 | G5 Med 24,Med24,Med,4,5,7/21/21,7/21/21,7/22/21,DSC_0127,DSC_0128,22.70007324,26.47922119,49.2,19,22,41,16,2.5625,no,no,no
Block3,B3 All red mix ,8/11 BE B3 | G6 High 1,High1,High,5,6,8/11/21,8/11/21,8/12/21,DSC_0178,DSC_0179,100.0761816,74.37974609,174.5,64,58,122,31,3.935483871,no,no,no
Block3,B3 All red mix ,8/11 BE B3 | G6 High 2,High2,High,5,6,8/11/21,8/11/21,8/12/21,DSC_0180,DSC_0181,82.60080078,94.70707031,177.3,67,79,146,62,2.35483871,no,no,no
Block3,B3 All red mix ,8/11 BE B3 | G6 High 3,High3,High,5,6,8/11/21,8/11/21,8/12/21,DSC_0184,DSC_0185,103.925332,120.925791,224.9,82,104,186,77,2.415584416,no,no,no
Block3,B3 All red mix ,8/11 BE B3 | G6 High 4,High4,High,5,6,8/11/21,8/11/21,8/12/21,dsc_0152,dsc_0153,144.6498047,124.1319043,268.8,111,100,211,129,1.635658915,no,no,no
Block3,B3 All red mix ,8/11 BE B3 | G6 High 5,High5,High,5,6,8/11/21,8/11/21,8/12/21,DSC_0160,DSC_0161,108.0740234,81.363125,189.4,88,63,151,205,0.736585366,no,no,no
Block3,B3 All red mix ,8/11 BE B3 | G6 High 6,High6,High,5,6,8/11/21,8/11/21,8/12/21,DSC_0190,DSC_0191,62.17863281,43.44808594,105.6,32,27,59,78,0.756410256,no,no,no
Block3,B3 All red mix ,8/11 BE B3 | G6 High 7,High7,High,5,6,8/11/21,8/11/21,8/12/21,DSC_0154,dsc_0155,99.1450293,93.4205957,192.6,65,68,133,181,0.73480663,no,no,no
Block3,B3 All red mix ,8/11 BE B3 | G6 High 8,High8,High,5,6,8/11/21,8/11/21,8/12/21,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,kill,kill,kill
Block3,B3 All red mix ,8/11 BE B3 | G6 High 9,High9,High,5,6,8/11/21,8/11/21,8/12/21,NA,NA,NA,NA,20.0,10,10,20,132,0.151515152,kill,kill,kill
Block3,B3 All red mix ,8/11 BE B3 | G6 High 10,High10,High,5,6,8/11/21,8/11/21,8/12/21,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,kill,kill,kill
Block3,B3 All red mix ,8/11 BE B3 | G6 High 11,High11,High,5,6,8/11/21,8/11/21,8/12/21,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,kill,kill,kill
Block3,B3 All red mix ,8/11 BE B3 | G6 High 12,High12,High,5,6,8/11/21,8/11/21,8/12/21,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,kill,kill,kill
Block3,B(4)3-A2,8/11 BE B3 | G6 Low 1,Low1,Low,5,6,8/11/21,8/11/21,8/12/21,DSC_0162,DSC_0163,59.74849609,62.22110352,122.0,31,51,82,135,0.607407407,no,no,no
Block3,B(4)3-B1,8/11 BE B3 | G6 Low 2,Low2,Low,5,6,8/11/21,8/11/21,8/12/21,DSC_0150,DSC_0151,154.7796582,107.9283789,262.7,64,72,136,58,2.344827586,no,no,no
Block3,B(4)3-C2,8/11 BE B3 | G6 Low 3,Low3,Low,5,6,8/11/21,8/11/21,8/12/21,DSC_0158,DSC_0159,131.6086133,83.90661133,215.5,46,75,121,88,1.375,no,no,no
Block3,B(4)3-E1,8/11 BE B3 | G6 Low 4,Low4,Low,5,6,8/11/21,8/11/21,8/12/21,DSC_0174,DSC_0175,65.86070313,22.76937256,88.6,42,41,83,133,0.62406015,no,no,no
Block3,B(4)3-F5,8/11 BE B3 | G6 Low 5,Low5,Low,5,6,8/11/21,8/11/21,8/12/21,DSC_166,DSC_0167,46.66619629,53.87655273,100.5,22,41,63,91,0.692307692,no,no,no
Block3,B(4)3-G1,8/11 BE B3 | G6 Low 6,Low6,Low,5,6,8/11/21,8/11/21,8/12/21,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,kill,kill,kill
Block3,B3-A1 ,8/11 BE B3 | G6 Low 7,Low7,Low,5,6,8/11/21,8/11/21,8/12/21,DSC_0164,DSC_0165,63.67658691,67.32243164,131.0,45,45,90,39,2.307692308,no,no,no
Block3,B3-B3 ,8/11 BE B3 | G6 Low 8,Low8,Low,5,6,8/11/21,8/11/21,8/12/21,DSC_0169,DSC_0168,72.40055176,55.90503418,128.3,53,46,99,115,0.860869565,no,no,no
Block3,B3-C1 ,8/11 BE B3 | G6 Low 9,Low9,Low,5,6,8/11/21,8/11/21,8/12/21,DSC_0146,DSC_0147,67.04295898,53.05200195,120.1,41,28,69,117,0.58974359,no,no,no
Block3,B3-D1 ,8/11 BE B3 | G6 Low 10,Low10,Low,5,6,8/11/21,8/11/21,8/12/21,DSC_0170,DSC_0171,40.26938965,42.31315918,82.6,19,31,50,31,1.612903226,no,no,no
Block3,B3-E1 ,8/11 BE B3 | G6 Low 11,Low11,Low,5,6,8/11/21,8/11/21,8/12/21,DSC_0186,DSC_0187,29.43252686,14.70054077,44.1,16,1,17,10,1.7,no,no,no
Block3,B3-F2 ,8/11 BE B3 | G6 Low 12,Low12,Low,5,6,8/11/21,8/11/21,8/12/21,DSC_0156,DSC_0157,60.87150391,126.4675586,187.3,40,115,155,42,3.69047619,no,no,no
Block3,B3 - Backup Fam A,8/11 BE B3 | G6 Med 1,Med1,Med,5,6,8/11/21,8/11/21,8/12/21,DSC_0192,DSC_0193,34.71962158,21.78415527,56.5,14,14,28,14,2,no,no,no
Block3,B3- Backup Fam B,8/11 BE B3 | G6 Med 2,Med2,Med,5,6,8/11/21,8/11/21,8/12/21,DSC_0188,DSC_0189,75.01325195,76.70124023,151.7,45,62,107,72,1.486111111,no,no,no
Block3,B3 - Backup Fam C,8/11 BE B3 | G6 Med 3,Med3,Med,5,6,8/11/21,8/11/21,8/12/21,DSC_0148,DSC_0149,81.0087793,68.55331543,149.6,48,48,96,82,1.170731707,no,no,no
Block3,B3 - Backup Fam D,8/11 BE B3 | G6 Med 4,Med4,Med,5,6,8/11/21,8/11/21,8/12/21,DSC_0194,DSC_0195,46.62223145,40.44795898,87.1,19,28,47,20,2.35,no,no,no
Block3,B3 - Backup Fam E,8/11 BE B3 | G6 Med 5,Med5,Med,5,6,8/11/21,8/11/21,8/12/21,NA,NA,0,0,0.0,NA,NA,NA,0,NA,extinct,yes,yes
Block3,B3 - Backup Fam F,8/11 BE B3 | G6 Med 6,Med6,Med,5,6,8/11/21,8/11/21,8/12/21,DSC_0183,DSC_0182,48.22344727,53.85832031,102.1,34,41,75,72,1.041666667,no,no,no
Block3,B3 - Backup Fam G,8/11 BE B3 | G6 Med 7,Med7,Med,5,6,8/11/21,8/11/21,8/12/21,DSC_0176,DSC_0177,85.71091797,82.49126953,168.2,54,67,121,61,1.983606557,no,no,no
Block3,B3 - Backup Fam H,8/11 BE B3 | G6 Med 8,Med8,Med,5,6,8/11/21,8/11/21,8/12/21,DSC_0172,DSC_0173,102.2444043,60.61405273,162.9,62,49,111,126,0.880952381,no,no,no
Block4,B4 All red mix ,8/18 BE B4 | G6 High 13,High13,High,5,6,8/18/21,8/18/21,8/19/21,DSC_0234,DSC_0235,48.82800293,78.7757959,127.6,47,80,127,91,1.395604396,no,no,no
Block4,B4 All red mix ,8/18 BE B4 | G6 High 14,High14,High,5,6,8/18/21,8/18/21,8/19/21,DSC_0240,DSC_0241,41.44106445,76.16499512,117.6,40,80,120,131,0.916030534,no,no,no
Block4,B4 All red mix ,8/18 BE B4 | G6 High 15,High15,High,5,6,8/18/21,8/18/21,8/19/21,DSC_0224,DSC_0225,63.36352051,60.83297852,124.2,61,58,119,51,2.333333333,no,no,no
Block4,B4 All red mix ,8/18 BE B4 | G6 High 16,High16,High,5,6,8/18/21,8/18/21,8/19/21,DSC_0228,DSC_0229,27.56584961,111.8809375,139.4,25,107,132,147,0.897959184,no,no,no
Block4,B4 All red mix ,8/18 BE B4 | G6 High 17,High17,High,5,6,8/18/21,8/18/21,8/19/21,DSC_0244,DSC_0245,95.91783203,74.85883301,170.8,98,76,174,28,6.214285714,no,no,no
Block4,B4 All red mix ,8/18 BE B4 | G6 High 18,High18,High,5,6,8/18/21,8/18/21,8/19/21,DSC_0198,DSC_0199,70.42394531,57.4069043,127.8,64,59,123,106,1.160377358,no,no,no
Block4,B4 All red mix ,8/18 BE B4 | G6 High 19,High19,High,5,6,8/18/21,8/18/21,8/19/21,DSC_0204,DSC_0205,129.0246973,28.58489014,157.6,129,27,156,96,1.625,no,no,no
Block4,B4 All red mix ,8/18 BE B4 | G6 High 20,High20,High,5,6,8/18/21,8/18/21,8/19/21,DSC_0200,DSC_0201,83.92631836,61.41873047,145.3,81,63,144,154,0.935064935,no,no,no
Block4,B4 All red mix ,8/18 BE B4 | G6 High 21,High21,High,5,6,8/18/21,8/18/21,8/19/21,DSC_0232,DSC_0233,73.26054688,152.1357715,225.4,68,141,209,107,1.953271028,no,no,no
Block4,B4 All red mix ,8/18 BE B4 | G6 High 22,High22,High,5,6,8/18/21,8/18/21,8/19/21,DSC_0208,DSC_0209,125.6011133,77.41851563,203.0,122,75,197,48,4.104166667,no,no,no
Block4,B4 All red mix ,8/18 BE B4 | G6 High 23,High23,High,5,6,8/18/21,8/18/21,8/19/21,DSC_0218,DSC_0219,68.62168945,61.87370117,130.5,70,62,132,117,1.128205128,no,no,no
Block4,B4 All red mix ,8/18 BE B4 | G6 High 24,High24,High,5,6,8/18/21,8/18/21,8/19/21,DSC_0250,DSC_0251,76.03089355,78.35100586,154.4,75,77,152,70,2.171428571,no,no,no
Block4,B4-K1,8/18 BE B4 | G6 Low 13,Low13,Low,5,6,8/18/21,8/18/21,8/19/21,DSC_0252,DSC_0253,35.24250732,73.84921875,109.1,36,76,112,31,3.612903226,no,no,no
Block4,B4-L1,8/18 BE B4 | G6 Low 14,Low14,Low,5,6,8/18/21,8/18/21,8/19/21,DSC_0210,DSC_0211,70.06554199,110.4513086,180.5,72,112,184,103,1.786407767,no,no,no
Block4,B4-M1,8/18 BE B4 | G6 Low 15,Low15,Low,5,6,8/18/21,8/18/21,8/19/21,DSC_0212,DSC_0213,59.1805957,46.04578125,105.2,59,48,107,73,1.465753425,no,no,no
Block4,B4-O1,8/18 BE B4 | G6 Low 16,Low16,Low,5,6,8/18/21,8/18/21,8/19/21,NA,NA,NA,NA,0.0,0,0,0,NA,NA,extinct,yes,yes
Block4,B4-P2,8/18 BE B4 | G6 Low 17,Low17,Low,5,6,8/18/21,8/18/21,8/19/21,DSC_0238,DSC_0239,30.33688477,55.60584961,85.9,30,58,88,77,1.142857143,no,no,no
Block4,B4-Q4,8/18 BE B4 | G6 Low 18,Low18,Low,5,6,8/18/21,8/18/21,8/19/21,dsc_0222,DSC_0223,50.64903809,47.14206055,97.8,52,49,101,107,0.943925234,no,no,no
Block4,B4-R1,8/18 BE B4 | G6 Low 19,Low19,Low,5,6,8/18/21,8/18/21,8/19/21,DSC_0214,DSC_0215,22.28693359,37.61923584,59.9,24,42,66,NA,NA,no,no,no
Block4,B4-AA1 ,8/18 BE B4 | G6 Low 20,Low20,Low,5,6,8/18/21,8/18/21,8/19/21,DSC_0248,DSC_0249,15.63384888,32.90943604,48.5,15,33,48,7,6.857142857,no,no,no
Block4,B4-AB1 ,8/18 BE B4 | G6 Low 21,Low21,Low,5,6,8/18/21,8/18/21,8/19/21,DSC_0242,DSC_0243,7.337471313,9.461467285,16.8,8,10,18,6,3,no,no,no
Block4,B4-AC1 ,8/18 BE B4 | G6 Low 22,Low22,Low,5,6,8/18/21,8/18/21,8/19/21,DSC_0246,DSC_0247,64.2215625,51.62398438,115.8,66,48,114,36,3.166666667,no,no,no
Block4,B4-AD1 ,8/18 BE B4 | G6 Low 23,Low23,Low,5,6,8/18/21,8/18/21,8/19/21,NA,NA,NA,NA,10.0,0,10,10,36,0.277777778,kill,kill,kill
Block4,B4-AE1 ,8/18 BE B4 | G6 Low 24,Low24,Low,5,6,8/18/21,8/18/21,8/19/21,DSC_196,DSC_0197,39.0194751,20.80547119,59.8,32,20,52,21,2.476190476,no,no,no
Block4,B4-AF1 ,8/18 BE B4 | G6 Low 25,Low25,Low,5,6,8/18/21,8/18/21,8/19/21,DSC_0202,DSC_0203,66.28763672,37.90737793,104.2,69,42,111,65,1.707692308,no,no,no
Block4,B4 - Backup Fam AA,8/18 BE B4 | G6 Med 9,Med9,Med,5,6,8/18/21,8/18/21,8/19/21,DSC_0236,DSC_0237,41.78338379,69.36832031,111.2,35,66,101,127,0.795275591,no,no,no
Block4,B4 - Backup Fam AB,8/18 BE B4 | G6 Med 10,Med10,Med,5,6,8/18/21,8/18/21,8/19/21,DSC_0226,DSC_0227,23.62030518,18.83765381,42.5,19,17,36,11,3.272727273,no,no,no
Block4, B4 - Backup Fam AC,8/18 BE B4 | G6 Med 11,Med11,Med,5,6,8/18/21,8/18/21,8/19/21,DSC_0206,DSC_0207,88.35945313,44.49143555,132.9,86,43,129,127,1.015748031,no,no,no
Block4, B4 - Backup Fam AD,8/18 BE B4 | G6 Med 12,Med12,Med,5,6,8/18/21,8/18/21,8/19/21,DSC_0230,DSC_0231,23.47559082,39.50529785,63.0,23,37,60,11,5.454545455,no,no,no
Block4,B4 - Backup Fam K,8/18 BE B4 | G6 Med 13,Med13,Med,5,6,8/18/21,8/18/21,8/19/21,DSC_0216,DSC_0217,68.08538086,58.41375977,126.5,73,64,137,98,1.397959184,no,no,no
Block4,B4-Backup Fam L,8/18 BE B4 | G6 Med 14,Med14,Med,5,6,8/18/21,8/18/21,8/19/21,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,extinct,yes,yes
Block4,B4-Backup Fam M,8/18 BE B4 | G6 Med 15,Med15,Med,5,6,8/18/21,8/18/21,8/19/21,DSC_0220,DSC_0221,10.81275391,14.83029785,25.6,11,15,26,143,0.181818182,no,no,no
Block4,B4-Backup Fam P,8/18 BE B4 | G6 Med 16,Med16,Med,5,6,8/18/21,8/18/21,8/19/21,NA,NA,NA,NA,1.0,0,1,1,147,0.006802721,kill,kill,kill
Block5,B5 All red mix ,8/25 BE B5 | G6 High 25,High25,High,5,6,8/25/21,8/25/21,8/26/21,DSC_0271,DSC_0272,87.3812793,94.14260742,181.5,78,82,160,158,1.012658228,no,no,no
Block5,B5 All red mix ,8/25 BE B5 | G6 High 26,High26,High,5,6,8/25/21,8/25/21,8/26/21,DSC_0269,DSC_0270,42.32837402,45.25330566,87.6,32,37,69,16,4.3125,no,no,no
Block5,B5 All red mix ,8/25 BE B5 | G6 High 27,High27,High,5,6,8/25/21,8/25/21,8/26/21,DSC_0259,DSC_0260,101.6479395,148.0818555,249.7,83,132,215,128,1.6796875,no,no,no
Block5,B5 All red mix ,8/25 BE B5 | G6 High 28,High28,High,5,6,8/25/21,8/25/21,8/26/21,DSC_0263,DSC_0264,113.5637207,104.4540039,218.0,104,85,189,169,1.118343195,no,no,no
Block5,B5 All red mix ,8/25 BE B5 | G6 High 29,High29,High,5,6,8/25/21,8/25/21,8/26/21,NA,NA,NA,NA,0.0,NA,NA,NA,128,NA,kill,kill,kill
Block5,B5 All red mix ,8/25 BE B5 | G6 High 30,High30,High,5,6,8/25/21,8/25/21,8/26/21,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,kill,kill,kill
Block5,B5 All red mix ,8/25 BE B5 | G6 High 31,High31,High,5,6,8/25/21,8/25/21,8/26/21,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,kill,kill,kill
Block5,B5 All red mix ,8/25 BE B5 | G6 High 32,High32,High,5,6,8/25/21,8/25/21,8/26/21,DSC_0287,DSC_0288,97.87816406,122.4874805,220.4,90,105,195,60,3.25,no,no,no
Block5,B5 All red mix ,8/25 BE B5 | G6 High 33,High33,High,5,6,8/25/21,8/25/21,8/26/21,DSC_0281,DSC_0282,30.1052832,50.66291016,80.8,22,46,68,50,1.36,no,no,no
Block5,B5 All red mix ,8/25 BE B5 | G6 High 34,High34,High,5,6,8/25/21,8/25/21,8/26/21,DSC_0261,DSC_0262,92.23396484,90.12191406,182.4,88,90,178,144,1.236111111,no,no,no
Block5,B5 All red mix ,8/25 BE B5 | G6 High 35,High35,High,5,6,8/25/21,8/25/21,8/26/21,DSC_0279,DSC_0280,69.52745117,59.9354541,129.5,64,56,120,164,0.731707317,no,no,no
Block5,B5 All red mix ,8/25 BE B5 | G6 High 36,High36,High,5,6,8/25/21,8/25/21,8/26/21,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,kill,kill,kill
Block5,B5-A1,8/25 BE B5 | G6 Low 26,Low26,Low,5,6,8/25/21,8/25/21,8/26/21,DSC_0285,DSC_0286,43.71015625,58.57890625,102.3,35,50,85,35,2.428571429,no,no,no
Block5,B5-B1,8/25 BE B5 | G6 Low 27,Low27,Low,5,6,8/25/21,8/25/21,8/26/21,NA,NA,NA,NA,0.0,NA,NA,NA,0,NA,extinct,yes,yes
Block5,B5-E1,8/25 BE B5 | G6 Low 28,Low28,Low,5,6,8/25/21,8/25/21,8/26/21,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,extinct,yes,yes
Block5,B5-C1,8/25 BE B5 | G6 Low 29,Low29,Low,5,6,8/25/21,8/25/21,8/26/21,DSC_0257,DSC_0258,12.30222656,11.44316406,23.7,1,4,5,8,0.625,no,no,no
Block5,B5-D1,8/25 BE B5 | G6 Low 30,Low30,Low,5,6,8/25/21,8/25/21,8/26/21,NA,NA,NA,NA,0.0,NA,NA,NA,0,NA,extinct,yes,yes
Block5,B(2)5-P1 ,8/25 BE B5 | G6 Low 31,Low31,Low,5,6,8/25/21,8/25/21,8/26/21,NA,NA,NA,NA,0.0,NA,NA,NA,0,NA,extinct,yes,yes
Block5,B(2)5-Q1 ,8/25 BE B5 | G6 Low 32,Low32,Low,5,6,8/25/21,8/25/21,8/26/21,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,extinct,yes,yes
Block5,B(2)5-T1 ,8/25 BE B5 | G6 Low 33,Low33,Low,5,6,8/25/21,8/25/21,8/26/21,NA,NA,NA,NA,0.0,NA,NA,NA,2,NA,extinct,yes,yes
Block5,B(2)5-U1 ,8/25 BE B5 | G6 Low 34,Low34,Low,5,6,8/25/21,8/25/21,8/26/21,DSC_0265,DSC_0266,41.71429199,36.20725098,77.9,30,33,63,129,0.488372093,no,no,no
Block5,B(2)5-W1 ,8/25 BE B5 | G6 Low 35,Low35,Low,5,6,8/25/21,8/25/21,8/26/21,DSC_0275,DSC_0276,26.74784668,17.94808716,44.7,22,16,38,36,1.055555556,no,no,no
Block5,B(2)5-X1 ,8/25 BE B5 | G6 Low 36,Low36,Low,5,6,8/25/21,8/25/21,8/26/21,NA,NA,NA,NA,0.0,NA,NA,NA,0,NA,extinct,yes,yes
Block5,B5 - Backup Fam F,8/25 BE B5 | G6 Med 17,Med17,Med,5,6,8/25/21,8/25/21,8/26/21,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,extinct,yes,yes
Block5,B5 - Backup Fam G,8/25 BE B5 | G6 Med 18,Med18,Med,5,6,8/25/21,8/25/21,8/26/21,dsc_0255,DSC_0256,8.624313354,9.098989868,17.7,5,7,12,141,0.085106383,no,no,no
Block5,B5 - Backup Fam H,8/25 BE B5 | G6 Med 19,Med19,Med,5,6,8/25/21,8/25/21,8/26/21,DSC_0273,DSC_0274,2,2,4.0,2,2,4,8,0.5,no,no,yes
Block5,B5 - Backup Fam I,8/25 BE B5 | G6 Med 20,Med20,Med,5,6,8/25/21,8/25/21,8/26/21,NA,NA,NA,NA,0.0,NA,NA,NA,0,NA,extinct,yes,yes
Block5,B5-Backup Fam A,8/25 BE B5 | G6 Med 21,Med21,Med,5,6,8/25/21,8/25/21,8/26/21,DSC_0277,DSC_0278,29.76977539,32.9237793,62.7,23,23,46,35,1.314285714,no,no,no
Block5,B5-Backup Fam B,8/25 BE B5 | G6 Med 22,Med22,Med,5,6,8/25/21,8/25/21,8/26/21,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,extinct,yes,yes
Block5,B5-Backup Fam C,8/25 BE B5 | G6 Med 23,Med23,Med,5,6,8/25/21,8/25/21,8/26/21,DSC_0267,DSC_0268,25.31020996,46.10091797,71.4,20,36,56,40,1.4,no,no,no
Block5,B5-Backup Fam D,8/25 BE B5 | G6 Med 24,Med24,Med,5,6,8/25/21,8/25/21,8/26/21,DSC_0283,DSC_0284,71.09684082,55.37442871,126.5,76,57,133,41,3.243902439,no,no,no